,run,name,time,value
393,2,tDistribution,"[ 10001.69421941  10002.74411306  10004.79396954 ... 249997.99249803
 249999.85820085 249999.8779139 ]",[1.04989365 2.04985648 0.67583508 ... 1.86570282 0.01971305 0.90461961]
394,2,tDistribution,"[ 10001.69914652  10001.84636329  10002.0368057  ... 249998.7555674
 249999.03628595 249999.38959222]",[0.14721677 0.19044241 0.24744821 ... 0.28071855 0.35330628 1.21866335]
395,2,tDistribution,"[ 10001.72716634  10002.108174    10002.20863185 ... 249995.85816626
 249999.32566793 249999.34925896]",[0.38100766 0.10045785 0.19891435 ... 3.46750166 0.02359104 0.78512273]
396,2,tDistribution,"[ 10001.81525194  10002.21531075  10002.2468414  ... 249999.75427779
 249999.88135577 249999.91344865]",[0.40005881 0.03153065 0.14770489 ... 0.12707798 0.03209288 1.70949167]
397,2,tDistribution,"[ 10001.82189729  10002.18781779  10002.38145333 ... 249997.6507873
 249999.11105052 249999.99619008]",[0.3659205  0.19363554 0.80988248 ... 1.46026322 0.88513957 0.17321564]
398,2,tDistribution,"[ 10001.87789864  10002.38250676  10004.19289139 ... 249997.47375663
 249999.4381377  249999.78813626]",[0.50460811 1.81038464 0.78000032 ... 1.96438107 0.34999856 2.07933087]
407,2,tDistribution,"[ 10002.06242816  10003.92150679  10004.75013213 ... 249995.90942007
 249998.38746304 249999.83616407]",[1.85907863 0.82862534 1.9952182  ... 2.47804297 1.44870103 0.36384346]
408,2,tDistribution,"[ 10002.10145799  10004.06506101  10005.54727515 ... 249997.55563772
 249998.21252956 249999.85997196]",[1.96360303 1.48221413 3.25737977 ... 0.65689184 1.6474424  0.90230199]
409,2,tDistribution,"[ 10002.1602536   10002.38732066  10003.5273367  ... 249996.7467527
 249997.28655629 249998.61308704]",[0.22706706 1.14001604 1.61618587 ... 0.53980359 1.32653076 2.81213292]
410,2,tDistribution,"[ 10002.20428441  10003.34444987  10004.22238193 ... 249998.37325325
 249998.43600512 249999.96459243]",[1.14016545 0.87793206 1.96190491 ... 0.06275187 1.52858731 0.81135776]
411,2,tDistribution,"[ 10002.24930114  10002.81594226  10004.45750874 ... 249995.18533858
 249997.68104601 249998.62970459]",[0.56664112 1.64156647 1.44360099 ... 2.49570743 0.94865858 1.81448758]
412,2,tDistribution,"[ 10002.49853988  10003.32267001  10004.00733347 ... 249997.54872589
 249998.89326461 249999.39157185]",[0.82413014 0.68466346 0.97716372 ... 1.34453872 0.49830724 1.01805905]
417,2,tDistribution,"[ 10002.88481464  10002.94777531  10003.64072117 ... 249997.55088035
 249998.33774004 249999.32122956]",[0.06296067 0.69294586 0.93538993 ... 0.78685969 0.98348953 2.5606777 ]
418,2,tDistribution,"[ 10003.81136599  10004.28687878  10004.82571224 ... 249997.11351413
 249997.34378321 249998.72629844]",[0.47551279 0.53883346 2.302997   ... 0.23026909 1.38251522 2.20583961]
419,2,tDistribution,"[ 10004.08004672  10004.28426328  10005.05386398 ... 249996.89866209
 249999.29765423 249999.3122267 ]",[0.20421656 0.76960069 0.42505027 ... 2.39899215 0.01457246 0.72259785]
288,2,waitingTime,"[ 10000.04741409  10000.05929446  10000.54010863 ... 249996.25681251
 249997.03859274 249999.3324809 ]",[ 0.0e+00  0.0e+00 -1.0e-12 ...  1.2e-11 -1.5e-11  1.5e-11]
297,2,waitingTime,"[ 10000.1674508   10000.53302939  10002.62365638 ... 249998.41913103
 249998.67372966 249998.73372086]",[ 0.0e+00 -1.0e-12  0.0e+00 ...  4.4e-11  1.1e-11  1.5e-11]
315,2,waitingTime,"[ 10000.31935867  10000.68983289  10001.25623087 ... 249996.95299981
 249998.25081758 249999.51748806]",[-1.0e-12  1.0e-12  0.0e+00 ...  1.6e-11 -8.0e-12  2.0e-11]
334,2,waitingTime,"[ 10000.58055149  10000.96743858  10001.62125755 ... 249998.30619682
 249999.00205465 249999.49778817]",[ 0.0e+00 -1.0e-12  0.0e+00 ... -1.6e-11  9.0e-12 -1.5e-11]
344,2,waitingTime,"[ 10000.67448769  10001.1557183   10002.68163292 ... 249997.1474129
 249997.54842268 249997.70726798]",[ 0.0e+00  1.0e-12  0.0e+00 ...  2.6e-11 -5.0e-12 -1.4e-11]
353,2,waitingTime,"[ 10000.7873211   10001.28044556  10001.92265786 ... 249994.78581839
 249996.46598073 249998.57555303]",[-1.0e-12  0.0e+00  0.0e+00 ...  0.0e+00 -1.2e-11  4.0e-12]
389,2,waitingTime,"[ 10001.60458526  10001.73058053  10002.44359659 ... 249996.25783336
 249998.0470912  249998.33421574]",[ 0.0e+00  1.0e-12  1.0e-12 ...  1.2e-11 -8.0e-12  5.0e-12]
400,2,waitingTime,"[ 10001.94676261  10003.60785927  10003.79603472 ... 249996.77773925
 249997.0825544  249998.97000158]",[-1.0e-12  0.0e+00  1.0e-12 ...  9.0e-12  4.7e-11  1.3e-11]
404,2,waitingTime,"[ 10002.0544254   10002.5738963   10002.94185532 ... 249998.69006031
 249999.043662   249999.17987875]",[-1.e-12  1.e-12  0.e+00 ... -9.e-12  4.e-12 -8.e-12]
414,2,waitingTime,"[ 10002.54274016  10003.01625358  10003.63025694 ... 249997.13023087
 249997.49261086 249998.98238506]",[ 0.0e+00 -1.0e-12  0.0e+00 ...  2.0e-12 -8.0e-12  1.4e-11]
431,3,arrivalTime,"[ 10000.06565599  10001.66343514  10002.25433347 ... 249997.94900695
 249999.53311317 249999.88602238]",[1.59777915 0.59089833 0.05045156 ... 1.58410622 0.35290921 0.33994958]
441,3,arrivalTime,"[ 10000.11647917  10000.47010301  10000.89052745 ... 249997.88201669
 249998.90296428 249999.98947468]",[0.35362384 0.42042444 1.06926284 ... 1.02094759 1.08651039 2.03603538]
447,3,arrivalTime,"[ 10000.13792333  10001.96968264  10003.33537985 ... 249997.3436313
 249997.41469764 249997.59289743]",[1.83175931 1.36569722 0.12886955 ... 0.07106634 0.17819979 2.47384456]
472,3,arrivalTime,"[ 10000.50192208  10001.2117538   10003.56209697 ... 249998.50570233
 249998.64968679 249999.03205182]",[0.70983172 2.35034317 1.31751752 ... 0.14398446 0.38236503 1.54288631]
477,3,arrivalTime,"[ 10000.53363444  10000.90354318  10001.56307093 ... 249990.16560779
 249993.33351583 249998.16036719]",[0.36990874 0.65952775 0.65937151 ... 3.16790804 4.82685136 2.06966758]
490,3,arrivalTime,"[ 10000.79822224  10003.07010746  10003.76273727 ... 249998.03429022
 249998.89118286 249999.67448871]",[2.27188522 0.69262982 1.44007061 ... 0.85689263 0.78330585 0.34943906]
495,3,arrivalTime,"[ 10000.83724903  10001.56127487  10002.94824812 ... 249997.4755236
 249998.83861111 249999.06489402]",[0.72402584 1.38697324 3.01404511 ... 1.36308752 0.2262829  2.84595147]
517,3,arrivalTime,"[ 10001.3042891   10001.92156947  10003.53871116 ... 249996.0317049
 249999.04661555 249999.77264215]",[0.61728037 1.61714169 0.58089635 ... 3.01491064 0.7260266  0.73521205]
542,3,arrivalTime,"[ 10002.31697218  10002.3268127   10002.45145636 ... 249997.6808704
 249999.04892919 249999.27239065]",[0.00984053 0.12464365 0.26011228 ... 1.36805879 0.22346146 0.8077392 ]
546,3,arrivalTime,"[ 10002.32720421  10002.60889162  10003.12879863 ... 249995.90441059
 249996.95451933 249999.83675072]",[0.28168741 0.51990701 0.57596219 ... 1.05010874 2.88223139 1.37401862]
434,3,responseTime,"[ 10000.06565599  10001.66343514  10002.25433347 ... 249997.94900695
 249999.53311317 249999.88602238]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
444,3,responseTime,"[ 10000.11647917  10000.47010301  10000.89052745 ... 249997.88201669
 249998.90296428 249999.98947468]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
450,3,responseTime,"[ 10000.13792333  10001.96968264  10003.33537985 ... 249997.3436313
 249997.41469764 249997.59289743]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
475,3,responseTime,"[ 10000.50192208  10001.2117538   10003.56209697 ... 249998.50570233
 249998.64968679 249999.03205182]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
480,3,responseTime,"[ 10000.53363444  10000.90354318  10001.56307093 ... 249990.16560779
 249993.33351583 249998.16036719]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
493,3,responseTime,"[ 10000.79822224  10003.07010746  10003.76273727 ... 249998.04328066
 249998.89118286 249999.67448871]",[0.00777778 0.00777778 0.00777778 ... 0.01676821 0.00777778 0.00777778]
498,3,responseTime,"[ 10000.83724903  10001.56127487  10002.94824812 ... 249997.4755236
 249998.83861111 249999.06489402]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
520,3,responseTime,"[ 10001.3042891   10001.92156947  10003.53871116 ... 249996.0317049
 249999.04661555 249999.77264215]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
545,3,responseTime,"[ 10002.31697218  10002.3268127   10002.45145636 ... 249997.6808704
 249999.04892919 249999.27239065]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
549,3,responseTime,"[ 10002.32720421  10002.60889162  10003.12879863 ... 249995.90441059
 249996.95451933 249999.83675072]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
433,3,serviceTime,"[ 10000.06565599  10001.66343514  10002.25433347 ... 249997.94900695
 249999.53311317 249999.88602238]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
443,3,serviceTime,"[ 10000.11647917  10000.47010301  10000.89052745 ... 249997.88201669
 249998.90296428 249999.98947468]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
449,3,serviceTime,"[ 10000.13792333  10001.96968264  10003.33537985 ... 249997.3436313
 249997.41469764 249997.59289743]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
474,3,serviceTime,"[ 10000.50192208  10001.2117538   10003.56209697 ... 249998.50570233
 249998.64968679 249999.03205182]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
479,3,serviceTime,"[ 10000.53363444  10000.90354318  10001.56307093 ... 249990.16560779
 249993.33351583 249998.16036719]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
492,3,serviceTime,"[ 10000.79822224  10003.07010746  10003.76273727 ... 249998.04328066
 249998.89118286 249999.67448871]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
497,3,serviceTime,"[ 10000.83724903  10001.56127487  10002.94824812 ... 249997.4755236
 249998.83861111 249999.06489402]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
519,3,serviceTime,"[ 10001.3042891   10001.92156947  10003.53871116 ... 249996.0317049
 249999.04661555 249999.77264215]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
544,3,serviceTime,"[ 10002.31697218  10002.3268127   10002.45145636 ... 249997.6808704
 249999.04892919 249999.27239065]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
548,3,serviceTime,"[ 10002.32720421  10002.60889162  10003.12879863 ... 249995.90441059
 249996.95451933 249999.83675072]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
420,3,tDistribution,"[ 10000.00254472  10000.2845369   10000.66464005 ... 249994.2418555
 249994.70105426 249997.30768621]",[0.28199217 0.38010316 1.2379876  ... 0.45919876 2.60663195 3.76388633]
421,3,tDistribution,"[ 10000.01007484  10000.01681523  10000.55067201 ... 249998.27545268
 249999.56149649 249999.71159889]",[0.00674039 0.53385678 0.66205042 ... 1.28604381 0.1501024  0.43306215]
422,3,tDistribution,"[ 10000.01047154  10001.12580969  10001.218354   ... 249994.76005203
 249995.01509264 249996.58765059]",[1.11533815 0.09254432 0.38610342 ... 0.25504061 1.57255796 4.33452579]
423,3,tDistribution,"[ 10000.01168747  10000.30753398  10001.09069404 ... 249996.80983903
 249997.76311114 249999.77999579]",[0.2958465  0.78316006 0.15778495 ... 0.95327211 2.01688465 0.9526614 ]
424,3,tDistribution,"[ 10000.01578717  10000.10474796  10000.37758447 ... 249998.87747536
 249999.46675067 249999.59380207]",[0.08896079 0.27283651 0.55493852 ... 0.58927531 0.1270514  0.67931901]
425,3,tDistribution,"[ 10000.01676008  10002.03650972  10003.60865606 ... 249997.93776707
 249997.9866388  249998.48396731]",[2.01974964 1.57214635 0.11808535 ... 0.04887173 0.49732851 3.28731837]
426,3,tDistribution,"[ 10000.0194761   10001.11570942  10001.45742789 ... 249995.5657035
 249995.78675262 249996.04487277]",[1.09623331 0.34171847 0.65955238 ... 0.22104913 0.25812014 8.1556314 ]
427,3,tDistribution,"[ 10000.03082411  10000.98347023  10001.67098944 ... 249994.25464119
 249998.68273221 249999.69896855]",[0.95264611 0.68751921 0.66699359 ... 4.42809102 1.01623634 1.09398586]
428,3,tDistribution,"[ 10000.03190754  10000.10703629  10000.77632775 ... 249996.20118037
 249996.84392553 249997.5924843 ]",[0.07512875 0.66929146 3.44406139 ... 0.64274516 0.74855877 2.81336753]
429,3,tDistribution,"[ 10000.0527995   10000.65137166  10000.91626933 ... 249996.87454174
 249998.07960455 249998.41428795]",[0.59857215 0.26489767 1.75905362 ... 1.20506281 0.33468339 2.48512107]
430,3,tDistribution,"[ 10000.06421676  10000.17620266  10002.29555664 ... 249996.4065065
 249998.40646636 249999.95709687]",[0.1119859  2.11935398 0.79511415 ... 1.99995986 1.55063051 1.21219799]
435,3,tDistribution,"[ 10000.07991437  10000.33140787  10000.51117027 ... 249997.32277146
 249998.69098999 249999.35423122]",[0.2514935  0.1797624  0.27227114 ... 1.36821853 0.66324123 1.32704506]
436,3,tDistribution,"[ 10000.08351708  10000.54020335  10000.81862151 ... 249999.26407894
 249999.58437274 249999.59664662]",[0.45668628 0.27841816 0.11907508 ... 0.3202938  0.01227388 3.00554917]
437,3,tDistribution,"[ 10000.0870961   10000.57043858  10001.68876994 ... 249997.03502203
 249997.27761271 249997.82834619]",[0.48334248 1.11833136 0.34004068 ... 0.24259068 0.55073348 2.74563297]
438,3,tDistribution,"[ 10000.09005672  10000.74114464  10000.80455491 ... 249995.78976829
 249997.14967414 249997.60729283]",[0.65108791 0.06341028 0.23222467 ... 1.35990584 0.4576187  3.34741331]
439,3,tDistribution,"[ 10000.1087944   10001.09253564  10001.65103208 ... 249997.3633199
 249997.85583355 249998.70678111]",[0.98374124 0.55849644 1.10862852 ... 0.49251365 0.85094757 2.14487617]
440,3,tDistribution,"[ 10000.11472084  10000.39381326  10003.94416824 ... 249997.46909254
 249998.54648846 249998.63094737]",[0.27909242 3.55035498 2.17949366 ... 1.07739592 0.08445891 2.05441108]
445,3,tDistribution,"[ 10000.12948396  10000.37732766  10003.15678582 ... 249998.36078896
 249998.9513761  249999.08479872]",[0.24784369 2.77945817 0.55828463 ... 0.59058714 0.13342262 3.00269234]
446,3,tDistribution,"[ 10000.13214762  10001.03690705  10002.42377726 ... 249995.22119998
 249997.83525942 249998.94995162]",[0.90475942 1.38687021 0.83233981 ... 2.61405944 1.1146922  1.98018145]
451,3,tDistribution,"[ 10000.14786594  10000.55034961  10001.30275225 ... 249997.06936701
 249997.55210394 249999.55346858]",[0.40248367 0.75240264 0.70582369 ... 0.48273693 2.00136465 0.99904119]
452,3,tDistribution,"[ 10000.15391697  10001.51776626  10002.58398772 ... 249995.77110971
 249998.61965349 249999.83717424]",[1.36384929 1.06622146 0.30989608 ... 2.84854378 1.21752075 1.774085  ]
453,3,tDistribution,"[ 10000.16566099  10002.25282989  10002.40652156 ... 249998.93356397
 249999.13895245 249999.24792714]",[2.0871689  0.15369167 0.64598894 ... 0.20538847 0.1089747  0.98851718]
454,3,tDistribution,"[ 10000.17089721  10002.60749684  10003.74700166 ... 249997.3095661
 249999.25808639 249999.76315124]",[2.43659963 1.13950482 0.88030036 ... 1.9485203  0.50506485 2.36171603]
455,3,tDistribution,"[ 10000.20923519  10000.85660499  10001.79569053 ... 249996.32369228
 249996.72740768 249998.34656531]",[0.6473698  0.93908554 2.15412461 ... 0.4037154  1.61915763 4.3112026 ]
456,3,tDistribution,"[ 10000.21301398  10000.99306065  10001.08299549 ... 249993.54000814
 249998.90297079 249999.50789253]",[0.78004667 0.08993484 0.27820094 ... 5.36296265 0.60492174 1.10912176]
457,3,tDistribution,"[ 10000.21305585  10001.43350624  10001.87919246 ... 249998.39460041
 249998.51695606 249999.20409361]",[1.22045039 0.44568622 1.03555418 ... 0.12235565 0.68713755 1.40963665]
458,3,tDistribution,"[ 10000.22088986  10000.57435231  10000.87551173 ... 249998.35842759
 249999.09924917 249999.95202516]",[0.35346245 0.30115942 0.4714855  ... 0.74082157 0.85277599 0.59625104]
459,3,tDistribution,"[ 10000.25466607  10001.02527479  10001.08041375 ... 249999.42072906
 249999.71985286 249999.82383432]",[0.77060872 0.05513896 0.50964143 ... 0.2991238  0.10398147 0.99388206]
460,3,tDistribution,"[ 10000.27910907  10000.28482507  10000.68743232 ... 249996.67971933
 249996.83616848 249998.19397038]",[0.00571599 0.40260725 0.02796931 ... 0.15644915 1.3578019  2.30353869]
461,3,tDistribution,"[ 10000.30965608  10001.51570808  10004.09869884 ... 249998.33186507
 249999.04036286 249999.10920193]",[1.206052   2.58299076 1.61083052 ... 0.70849779 0.06883907 1.55471816]
462,3,tDistribution,"[ 10000.33384016  10001.08053023  10001.2956534  ... 249998.09105608
 249999.36509981 249999.89755674]",[0.74669006 0.21512317 1.65746188 ... 1.27404373 0.53245694 0.58754795]
463,3,tDistribution,"[ 10000.35860693  10001.04099944  10002.20941977 ... 249997.64304655
 249998.94868893 249999.70609263]",[0.6823925  1.16842033 0.65363738 ... 1.30564238 0.7574037  0.68714147]
464,3,tDistribution,"[ 10000.35886677  10000.63952819  10003.04022399 ... 249998.09109612
 249998.50483341 249999.09368399]",[0.28066141 2.4006958  1.17374974 ... 0.41373729 0.58885058 1.44405552]
465,3,tDistribution,"[ 10000.35941331  10000.39713937  10000.6390401  ... 249996.51115122
 249997.32004575 249999.69752059]",[0.03772606 0.24190073 0.01429015 ... 0.80889453 2.37747484 1.26026591]
466,3,tDistribution,"[ 10000.37223366  10003.05062025  10005.08357013 ... 249994.30121659
 249995.3237657  249996.07813426]",[2.6783866  2.03294988 1.54804628 ... 1.02254911 0.75436856 4.28026015]
467,3,tDistribution,"[ 10000.37591402  10002.48718498  10003.1747204  ... 249994.61026638
 249995.84710642 249997.13577568]",[2.11127096 0.68753542 0.17620427 ... 1.23684004 1.28866927 3.1910223 ]
468,3,tDistribution,"[ 10000.4131592   10000.59082879  10000.65686032 ... 249994.85438264
 249995.97857835 249998.23636133]",[0.17766959 0.06603153 3.34842599 ... 1.12419572 2.25778298 2.68858241]
469,3,tDistribution,"[ 10000.42430495  10001.110665    10001.32330897 ... 249999.73688832
 249999.85123893 249999.91154196]",[0.68636005 0.21264397 0.16814556 ... 0.11435062 0.06030303 0.33866695]
470,3,tDistribution,"[ 10000.44551209  10000.9424949   10003.42044589 ... 249998.47296996
 249998.85631973 249999.84331931]",[0.49698281 2.47795099 0.80180316 ... 0.38334977 0.98699959 0.17519748]
471,3,tDistribution,"[ 10000.45119418  10002.42725538  10002.61196559 ... 249996.11776111
 249997.04957075 249998.98912438]",[1.9760612  0.18471021 1.37428202 ... 0.93180964 1.93955363 1.13165249]
476,3,tDistribution,"[ 10000.51246788  10000.53430386  10001.47763647 ... 249996.7953811
 249996.81604371 249999.80631388]",[0.02183598 0.94333261 1.08929808 ... 0.02066261 2.99027017 1.23536695]
481,3,tDistribution,"[ 10000.58606359  10000.70350173  10001.32206995 ... 249998.58446419
 249998.78883956 249999.2201597 ]",[0.11743814 0.61856822 5.73986846 ... 0.20437537 0.43132014 2.76158951]
482,3,tDistribution,"[ 10000.5989563   10002.21285107  10003.35699053 ... 249998.6288529
 249998.74327934 249999.96404971]",[1.61389477 1.14413946 2.2982296  ... 0.11442644 1.22077037 0.36099235]
483,3,tDistribution,"[ 10000.60514821  10001.57116842  10001.68742521 ... 249998.46234096
 249998.92628648 249999.44703144]",[0.96602021 0.11625679 2.18212128 ... 0.46394552 0.52074496 2.7607545 ]
484,3,tDistribution,"[ 10000.60717942  10001.14058117  10001.50033893 ... 249998.10729315
 249998.46928225 249998.9799981 ]",[0.53340175 0.35975776 0.60231635 ... 0.3619891  0.51071585 1.47158667]
485,3,tDistribution,"[ 10000.61969579  10001.91986877  10002.37885274 ... 249996.79982389
 249998.67241905 249999.77314945]",[1.30017298 0.45898396 2.28223006 ... 1.87259516 1.1007304  1.27803424]
486,3,tDistribution,"[ 10000.6356108   10000.72180025  10001.33071426 ... 249995.29323823
 249996.24411308 249998.2925683 ]",[0.08618946 0.60891401 0.89812259 ... 0.95087485 2.04845522 2.08227741]
487,3,tDistribution,"[ 10000.77841215  10003.1421282   10003.90161541 ... 249998.34136498
 249998.75537245 249999.75919319]",[2.36371604 0.75948721 1.17229259 ... 0.41400747 1.00382074 1.55467414]
488,3,tDistribution,"[ 10000.79227736  10001.55868161  10001.59127087 ... 249998.37087419
 249998.53517219 249998.57888139]",[0.76640425 0.03258926 1.42047722 ... 0.164298   0.0437092  1.89850975]
489,3,tDistribution,"[ 10000.79658698  10002.16264612  10002.3935499  ... 249997.50681489
 249997.60072224 249999.86819469]",[1.36605913 0.23090379 0.85506013 ... 0.09390735 2.26747245 0.2313859 ]
494,3,tDistribution,"[ 10000.81596817  10002.13503243  10003.76669789 ... 249998.5540571
 249999.1749557  249999.71881738]",[1.31906426 1.63166546 0.48519152 ... 0.6208986  0.54386167 3.60541017]
499,3,tDistribution,"[ 10000.84136178  10001.29526884  10003.32947957 ... 249999.2400964
 249999.4812521  249999.69787328]",[0.45390706 2.03421072 0.49619435 ... 0.2411557  0.21662118 0.60231802]
500,3,tDistribution,"[ 10000.84156912  10002.31513022  10002.77023887 ... 249998.33413529
 249999.32276763 249999.64703242]",[1.47356109 0.45510865 0.66560984 ... 0.98863234 0.32426479 0.86351735]
501,3,tDistribution,"[ 10000.88447605  10001.59668548  10001.7861914  ... 249998.39160444
 249998.51279623 249998.72715853]",[0.71220944 0.18950592 0.80784581 ... 0.12119179 0.2143623  1.56030946]
502,3,tDistribution,"[ 10000.89318633  10002.17079062  10003.90549636 ... 249996.53520975
 249996.68028556 249997.86827986]",[1.27760429 1.73470573 0.53632964 ... 0.14507581 1.1879943  2.80123745]
503,3,tDistribution,"[ 10000.91523319  10001.59856121  10001.68944471 ... 249999.01562956
 249999.30035795 249999.51223755]",[0.68332802 0.0908835  0.29944566 ... 0.2847284  0.21187959 1.71002357]
504,3,tDistribution,"[ 10000.92879664  10001.1903072   10002.33808525 ... 249998.0808199
 249998.87233305 249999.9931352 ]",[0.26151056 1.14777804 2.33160882 ... 0.79151314 1.12080215 1.75960674]
505,3,tDistribution,"[ 10000.93924723  10003.25759791  10003.52373862 ... 249998.63380667
 249999.92833025 249999.98324209]",[2.31835068 0.26614071 0.57675376 ... 1.29452358 0.05491184 1.93057449]
506,3,tDistribution,"[ 10000.95126588  10001.50509533  10002.11433474 ... 249997.42708348
 249998.59635996 249999.10465464]",[0.55382945 0.60923941 0.08066278 ... 1.16927648 0.50829468 1.84375289]
507,3,tDistribution,"[ 10000.95185283  10001.37473775  10002.69652176 ... 249996.39959999
 249996.71489966 249999.54915241]",[0.42288493 1.32178401 0.01107177 ... 0.31529967 2.83425275 0.58896177]
508,3,tDistribution,"[ 10001.01193747  10003.19840232  10003.63902802 ... 249994.33877486
 249997.10466181 249998.9195219 ]",[2.18646486 0.4406257  1.56143593 ... 2.76588695 1.81486009 1.38102214]
509,3,tDistribution,"[ 10001.06636034  10001.14544956  10001.18403593 ... 249993.74238729
 249996.0032928  249997.21623101]",[0.07908921 0.03858637 0.29136819 ... 2.26090551 1.21293821 3.14673707]
510,3,tDistribution,"[ 10001.08584441  10002.80794258  10002.89241881 ... 249996.90843307
 249998.32575543 249999.31664949]",[1.72209817 0.08447622 0.10418073 ... 1.41732236 0.99089406 2.57587532]
511,3,tDistribution,"[ 10001.09863715  10002.00834252  10003.075693   ... 249999.13240129
 249999.43272308 249999.55233476]",[0.90970536 1.06735048 0.51023935 ... 0.30032179 0.11961168 1.09418435]
512,3,tDistribution,"[ 10001.11226507  10003.59042663  10003.72567314 ... 249995.51772958
 249996.78610629 249999.81086333]",[2.47816157 0.13524651 0.06569383 ... 1.26837671 3.02475704 0.96803309]
513,3,tDistribution,"[ 10001.1252346   10001.88258914  10003.78499959 ... 249997.24865751
 249998.22953126 249998.88173258]",[0.75735454 1.90241045 0.78734912 ... 0.98087375 0.65220132 2.22447151]
514,3,tDistribution,"[ 10001.18445587  10002.50317321  10002.50973348 ... 249996.58290055
 249996.79995638 249999.37567309]",[1.31871734 0.00656027 1.02089236 ... 0.21705583 2.5757167  1.5433514 ]
515,3,tDistribution,"[ 10001.25570316  10001.76327274  10003.97236916 ... 249997.55584086
 249998.23003037 249999.66869254]",[0.50756958 2.20909642 0.68934352 ... 0.67418951 1.43866217 3.88521027]
516,3,tDistribution,"[ 10001.27467632  10001.7709724   10002.48675987 ... 249997.27732165
 249998.83498297 249999.22596614]",[0.49629609 0.71578746 1.2459896  ... 1.55766132 0.39098318 4.24147948]
521,3,tDistribution,"[ 10001.44015652  10001.79511049  10003.09391542 ... 249998.13125984
 249999.38975423 249999.75898398]",[0.35495397 1.29880493 0.93485551 ... 1.25849439 0.36922975 0.28115491]
522,3,tDistribution,"[ 10001.44224041  10005.21827576  10008.3168216  ... 249997.34116021
 249997.59154282 249999.50237557]",[3.77603534 3.09854584 1.51983309 ... 0.25038262 1.91083275 2.2542098 ]
523,3,tDistribution,"[ 10001.44434864  10006.08381894  10006.4429371  ... 249996.18715137
 249998.40725829 249999.64467027]",[4.6394703  0.35911816 4.87891388 ... 2.22010692 1.23741198 0.58444775]
524,3,tDistribution,"[ 10001.46797858  10002.61977995  10002.82474553 ... 249996.68087601
 249997.75217545 249998.34485699]",[1.15180137 0.20496557 0.17054632 ... 1.07129943 0.59268154 2.42242217]
525,3,tDistribution,"[ 10001.48836498  10002.06774544  10002.49137818 ... 249991.22595257
 249993.43704981 249998.60876913]",[0.57938046 0.42363274 0.54509648 ... 2.21109724 5.17171932 1.4759779 ]
526,3,tDistribution,"[ 10001.49077899  10001.86526135  10002.70473018 ... 249997.07083916
 249997.43054656 249997.68363209]",[0.37448236 0.83946883 0.05068851 ... 0.3597074  0.25308552 2.89855893]
527,3,tDistribution,"[ 10001.54165863  10003.34852179  10004.18561582 ... 249999.0759403
 249999.23383713 249999.69682659]",[1.80686316 0.83709404 0.59871905 ... 0.15789683 0.46298946 2.29460546]
528,3,tDistribution,"[ 10001.58383668  10002.271473    10002.36553196 ... 249998.48022685
 249999.0677277  249999.69448002]",[0.68763632 0.09405896 0.05395818 ... 0.58750086 0.62675232 0.99072567]
529,3,tDistribution,"[ 10001.67859158  10002.28059134  10002.97254448 ... 249997.15342535
 249997.80671342 249999.798444  ]",[0.60199976 0.69195314 0.33649151 ... 0.65328807 1.99173058 1.14190975]
530,3,tDistribution,"[ 10001.70067828  10002.11043148  10002.75478769 ... 249998.82187153
 249999.76491906 249999.92236351]",[0.4097532  0.64435621 0.30257715 ... 0.94304753 0.15744445 0.44615444]
531,3,tDistribution,"[ 10001.76264191  10002.12987945  10002.21250298 ... 249993.75565673
 249997.31393157 249997.99448985]",[0.36723754 0.08262352 0.00748554 ... 3.55827484 0.68055828 2.66698485]
532,3,tDistribution,"[ 10001.89281354  10001.92283437  10002.16801017 ... 249994.82602642
 249996.11578308 249998.15681112]",[0.03002083 0.24517581 1.39086916 ... 1.28975666 2.04102804 2.49682423]
